index,smi1,smi2,product,pro_from_smi1_name,similarity
12644,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,ClCl,Clc1ccc2cccc3c4ccc(-c5ccccc5)c5cccc(c1c23)c54,a71,0.6666666666666666
12650,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,ClCl,Clc1ccc2c(-c3ccccc3)ccc3c4cccc5cccc(c1c23)c54,a71,0.6666666666666666
12652,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,ClCl,Clc1cc2c(-c3ccccc3)ccc3c4cccc5cccc(c(c1)c23)c54,a71,0.6666666666666666
12654,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,ClCl,Clc1ccc2c3cccc4cccc(c5ccc(-c6ccccc6)c1c25)c43,a71,0.6666666666666666
12666,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,a71,0.6666666666666666
12668,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1cccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)c1,a71,0.6666666666666666
12670,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1ccccc1-c1ccc2c3cccc4cccc(c5cccc1c52)c43,a71,0.5714285714285714
12676,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1cc2c3cccc4cccc(c5cccc(c1-c1ccccc1)c52)c43,a71,0.5714285714285714
12678,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1cc(-c2ccccc2)c2cccc3c4cccc5cccc(c1c23)c54,a71,0.6666666666666666
12684,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1ccc2cccc3c4cccc5c(-c6ccccc6)ccc(c1c23)c54,a71,0.6666666666666666
12686,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1cc2cccc3c4cccc5c(-c6ccccc6)ccc(c(c1)c23)c54,a71,0.6666666666666666
12688,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1ccc2c3ccc(-c4ccccc4)c4cccc(c5cccc1c52)c43,a71,0.6666666666666666
12692,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1ccc2c3cccc4c(-c5ccccc5)ccc(c5cccc1c25)c43,a71,0.6666666666666666
12694,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1cc2cccc3c4ccc(-c5ccccc5)c5cccc(c(c1)c23)c54,a71,0.6666666666666666
12696,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1ccc2cccc3c4ccc(-c5ccccc5)c5cccc(c1c23)c54,a71,0.6666666666666666
12702,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1ccc2c(-c3ccccc3)ccc3c4cccc5cccc(c1c23)c54,a71,0.6666666666666666
12704,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1cc2c(-c3ccccc3)ccc3c4cccc5cccc(c(c1)c23)c54,a71,0.6666666666666666
12706,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,II,Ic1ccc2c3cccc4cccc(c5ccc(-c6ccccc6)c1c25)c43,a71,0.6666666666666666
12718,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,a71,0.8
12719,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1cccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)c1,a71,0.8
12720,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1ccccc1-c1ccc2c3cccc4cccc(c5cccc1c52)c43,a71,0.6666666666666666
12723,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1cc2c3cccc4cccc(c5cccc(c1-c1ccccc1)c52)c43,a71,0.6666666666666666
12724,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1cc(-c2ccccc2)c2cccc3c4cccc5cccc(c1c23)c54,a71,0.8
12727,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1ccc2cccc3c4cccc5c(-c6ccccc6)ccc(c1c23)c54,a71,0.8
12728,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1cc2cccc3c4cccc5c(-c6ccccc6)ccc(c(c1)c23)c54,a71,0.8
12729,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1ccc2c3ccc(-c4ccccc4)c4cccc(c5cccc1c52)c43,a71,0.8
12731,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1ccc2c3cccc4c(-c5ccccc5)ccc(c5cccc1c25)c43,a71,0.8
12732,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1cc2cccc3c4ccc(-c5ccccc5)c5cccc(c(c1)c23)c54,a71,0.8
12733,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1ccc2cccc3c4ccc(-c5ccccc5)c5cccc(c1c23)c54,a71,0.8
12736,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1ccc2c(-c3ccccc3)ccc3c4cccc5cccc(c1c23)c54,a71,0.8
12737,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1cc2c(-c3ccccc3)ccc3c4cccc5cccc(c(c1)c23)c54,a71,0.8
12738,c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,C#N,N#Cc1ccc2c3cccc4cccc(c5ccc(-c6ccccc6)c1c25)c43,a71,0.8
12745,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1c(C)cc2c3cccc4cccc(c5cccc1c52)c43,a72,0.7272727272727273
12746,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1cc(C)c2c3cccc4cccc(c5cccc1c52)c43,a72,0.8888888888888888
12749,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3c(C)ccc4cccc(c5cccc1c52)c43,a72,0.8888888888888888
12750,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3cc(C)cc4cccc(c5cccc1c52)c43,a72,0.8888888888888888
12751,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3ccc(C)c4cccc(c5cccc1c52)c43,a72,0.8888888888888888
12753,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3cccc4c(C)ccc(c5cccc1c52)c43,a72,0.8888888888888888
12754,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3cccc4cc(C)cc(c5cccc1c25)c43,a72,0.8888888888888888
12755,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3cccc4ccc(C)c(c5cccc1c25)c43,a72,0.8888888888888888
12758,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3cccc4cccc(c5c(C)ccc1c25)c43,a72,0.8888888888888888
12759,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3cccc4cccc(c5cc(C)cc1c25)c43,a72,0.8888888888888888
12760,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,CBr,C#Cc1ccc2c3cccc4cccc(c5ccc(C)c1c52)c43,a72,0.8888888888888888
12766,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1c(Br)cc2c3cccc4cccc(c5cccc1c52)c43,a72,0.5714285714285714
12768,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1cc(Br)c2c3cccc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12774,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3c(Br)ccc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12776,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3cc(Br)cc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12778,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3ccc(Br)c4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12782,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3cccc4c(Br)ccc(c5cccc1c52)c43,a72,0.6666666666666666
12784,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3cccc4cc(Br)cc(c5cccc1c25)c43,a72,0.6666666666666666
12786,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3cccc4ccc(Br)c(c5cccc1c25)c43,a72,0.6666666666666666
12792,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3cccc4cccc(c5c(Br)ccc1c25)c43,a72,0.6666666666666666
12794,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3cccc4cccc(c5cc(Br)cc1c25)c43,a72,0.6666666666666666
12796,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,BrBr,C#Cc1ccc2c3cccc4cccc(c5ccc(Br)c1c52)c43,a72,0.6666666666666666
12806,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1c(Cl)cc2c3cccc4cccc(c5cccc1c52)c43,a72,0.5714285714285714
12808,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1cc(Cl)c2c3cccc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12814,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3c(Cl)ccc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12816,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3cc(Cl)cc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12818,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3ccc(Cl)c4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12822,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3cccc4c(Cl)ccc(c5cccc1c52)c43,a72,0.6666666666666666
12824,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3cccc4cc(Cl)cc(c5cccc1c25)c43,a72,0.6666666666666666
12826,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3cccc4ccc(Cl)c(c5cccc1c25)c43,a72,0.6666666666666666
12832,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3cccc4cccc(c5c(Cl)ccc1c25)c43,a72,0.6666666666666666
12834,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3cccc4cccc(c5cc(Cl)cc1c25)c43,a72,0.6666666666666666
12836,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,ClCl,C#Cc1ccc2c3cccc4cccc(c5ccc(Cl)c1c52)c43,a72,0.6666666666666666
12846,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1c(I)cc2c3cccc4cccc(c5cccc1c52)c43,a72,0.5714285714285714
12848,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1cc(I)c2c3cccc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12854,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3c(I)ccc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12856,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3cc(I)cc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12858,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3ccc(I)c4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12862,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3cccc4c(I)ccc(c5cccc1c52)c43,a72,0.6666666666666666
12864,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3cccc4cc(I)cc(c5cccc1c25)c43,a72,0.6666666666666666
12866,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3cccc4ccc(I)c(c5cccc1c25)c43,a72,0.6666666666666666
12872,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3cccc4cccc(c5c(I)ccc1c25)c43,a72,0.6666666666666666
12874,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3cccc4cccc(c5cc(I)cc1c25)c43,a72,0.6666666666666666
12876,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,II,C#Cc1ccc2c3cccc4cccc(c5ccc(I)c1c52)c43,a72,0.6666666666666666
12885,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1c(C#N)cc2c3cccc4cccc(c5cccc1c52)c43,a72,0.6666666666666666
12886,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1cc(C#N)c2c3cccc4cccc(c5cccc1c52)c43,a72,0.8
12889,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3c(C#N)ccc4cccc(c5cccc1c52)c43,a72,0.8
12890,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3cc(C#N)cc4cccc(c5cccc1c52)c43,a72,0.8
12891,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3ccc(C#N)c4cccc(c5cccc1c52)c43,a72,0.8
12893,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3cccc4c(C#N)ccc(c5cccc1c52)c43,a72,0.8
12894,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3cccc4cc(C#N)cc(c5cccc1c25)c43,a72,0.8
12895,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3cccc4ccc(C#N)c(c5cccc1c25)c43,a72,0.8
12898,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3cccc4cccc(c5c(C#N)ccc1c25)c43,a72,0.8
12899,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3cccc4cccc(c5cc(C#N)cc1c25)c43,a72,0.8
12900,C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C#N,C#Cc1ccc2c3cccc4cccc(c5ccc(C#N)c1c25)c43,a72,0.8
12905,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1cc2c3cccc4cccc(c5cccc(c1C#Cc1ccccc1)c52)c43,a73,0.7272727272727273
12906,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1cc(C#Cc2ccccc2)c2cccc3c4cccc5cccc(c1c23)c54,a73,0.8888888888888888
12909,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1ccc2cccc3c4cccc5c(C#Cc6ccccc6)ccc(c1c23)c54,a73,0.8888888888888888
12910,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1cc2cccc3c4cccc5c(C#Cc6ccccc6)ccc(c(c1)c23)c54,a73,0.8888888888888888
12911,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1ccc2c3ccc(C#Cc4ccccc4)c4cccc(c5cccc1c52)c43,a73,0.8888888888888888
12913,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1ccc2c3cccc4c(C#Cc5ccccc5)ccc(c5cccc1c25)c43,a73,0.8888888888888888
12914,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1cc2cccc3c4ccc(C#Cc5ccccc5)c5cccc(c(c1)c23)c54,a73,0.8888888888888888
12915,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1ccc2cccc3c4ccc(C#Cc5ccccc5)c5cccc(c1c23)c54,a73,0.8888888888888888
12918,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1ccc2c(C#Cc3ccccc3)ccc3c4cccc5cccc(c1c23)c54,a73,0.8888888888888888
12919,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1cc2c(C#Cc3ccccc3)ccc3c4cccc5cccc(c(c1)c23)c54,a73,0.8888888888888888
12920,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1ccc2c3cccc4cccc(c5ccc(C#Cc6ccccc6)c1c25)c43,a73,0.8888888888888888
12925,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1ccccc1C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,a73,0.7272727272727273
12926,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1cccc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)c1,a73,0.8888888888888888
12927,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,CBr,Cc1ccc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,a73,0.8888888888888888
12932,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1cc2c3cccc4cccc(c5cccc(c1C#Cc1ccccc1)c52)c43,a73,0.5714285714285714
12934,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1cc(C#Cc2ccccc2)c2cccc3c4cccc5cccc(c1c23)c54,a73,0.6666666666666666
12940,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1ccc2cccc3c4cccc5c(C#Cc6ccccc6)ccc(c1c23)c54,a73,0.6666666666666666
12942,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1cc2cccc3c4cccc5c(C#Cc6ccccc6)ccc(c(c1)c23)c54,a73,0.6666666666666666
12944,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1ccc2c3ccc(C#Cc4ccccc4)c4cccc(c5cccc1c52)c43,a73,0.6666666666666666
12948,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1ccc2c3cccc4c(C#Cc5ccccc5)ccc(c5cccc1c25)c43,a73,0.6666666666666666
12950,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1cc2cccc3c4ccc(C#Cc5ccccc5)c5cccc(c(c1)c23)c54,a73,0.6666666666666666
12952,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1ccc2cccc3c4ccc(C#Cc5ccccc5)c5cccc(c1c23)c54,a73,0.6666666666666666
12958,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1ccc2c(C#Cc3ccccc3)ccc3c4cccc5cccc(c1c23)c54,a73,0.6666666666666666
12960,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1cc2c(C#Cc3ccccc3)ccc3c4cccc5cccc(c(c1)c23)c54,a73,0.6666666666666666
12962,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1ccc2c3cccc4cccc(c5ccc(C#Cc6ccccc6)c1c25)c43,a73,0.6666666666666666
12972,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1ccccc1C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,a73,0.5714285714285714
12974,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1cccc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)c1,a73,0.6666666666666666
12976,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,BrBr,Brc1ccc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,a73,0.6666666666666666
12984,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1cc2c3cccc4cccc(c5cccc(c1C#Cc1ccccc1)c52)c43,a73,0.5714285714285714
12986,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1cc(C#Cc2ccccc2)c2cccc3c4cccc5cccc(c1c23)c54,a73,0.6666666666666666
12992,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1ccc2cccc3c4cccc5c(C#Cc6ccccc6)ccc(c1c23)c54,a73,0.6666666666666666
12994,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1cc2cccc3c4cccc5c(C#Cc6ccccc6)ccc(c(c1)c23)c54,a73,0.6666666666666666
12996,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1ccc2c3ccc(C#Cc4ccccc4)c4cccc(c5cccc1c52)c43,a73,0.6666666666666666
13000,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1ccc2c3cccc4c(C#Cc5ccccc5)ccc(c5cccc1c25)c43,a73,0.6666666666666666
13002,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1cc2cccc3c4ccc(C#Cc5ccccc5)c5cccc(c(c1)c23)c54,a73,0.6666666666666666
13004,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1ccc2cccc3c4ccc(C#Cc5ccccc5)c5cccc(c1c23)c54,a73,0.6666666666666666
13010,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1ccc2c(C#Cc3ccccc3)ccc3c4cccc5cccc(c1c23)c54,a73,0.6666666666666666
13012,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1cc2c(C#Cc3ccccc3)ccc3c4cccc5cccc(c(c1)c23)c54,a73,0.6666666666666666
13014,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1ccc2c3cccc4cccc(c5ccc(C#Cc6ccccc6)c1c25)c43,a73,0.6666666666666666
13024,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1ccccc1C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,a73,0.5714285714285714
13026,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1cccc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)c1,a73,0.6666666666666666
13028,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,ClCl,Clc1ccc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,a73,0.6666666666666666
13036,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1cc2c3cccc4cccc(c5cccc(c1C#Cc1ccccc1)c52)c43,a73,0.5714285714285714
13038,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1cc(C#Cc2ccccc2)c2cccc3c4cccc5cccc(c1c23)c54,a73,0.6666666666666666
13044,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1ccc2cccc3c4cccc5c(C#Cc6ccccc6)ccc(c1c23)c54,a73,0.6666666666666666
13046,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1cc2cccc3c4cccc5c(C#Cc6ccccc6)ccc(c(c1)c23)c54,a73,0.6666666666666666
13048,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1ccc2c3ccc(C#Cc4ccccc4)c4cccc(c5cccc1c52)c43,a73,0.6666666666666666
13052,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1ccc2c3cccc4c(C#Cc5ccccc5)ccc(c5cccc1c25)c43,a73,0.6666666666666666
13054,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1cc2cccc3c4ccc(C#Cc5ccccc5)c5cccc(c(c1)c23)c54,a73,0.6666666666666666
13056,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1ccc2cccc3c4ccc(C#Cc5ccccc5)c5cccc(c1c23)c54,a73,0.6666666666666666
13062,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1ccc2c(C#Cc3ccccc3)ccc3c4cccc5cccc(c1c23)c54,a73,0.6666666666666666
13064,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1cc2c(C#Cc3ccccc3)ccc3c4cccc5cccc(c(c1)c23)c54,a73,0.6666666666666666
13066,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1ccc2c3cccc4cccc(c5ccc(C#Cc6ccccc6)c1c25)c43,a73,0.6666666666666666
13076,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1ccccc1C#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,a73,0.5714285714285714
13078,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1cccc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)c1,a73,0.6666666666666666
13080,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,II,Ic1ccc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc1,a73,0.6666666666666666
13087,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,C#N,N#Cc1cc2c3cccc4cccc(c5cccc(c1C#Cc1ccccc1)c52)c43,a73,0.6666666666666666
13088,C(#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43)c1ccccc1,C#N,N#Cc1cc(C#Cc2ccccc2)c2cccc3c4cccc5cccc(c1c23)c54,a73,0.8
