index,smi1,smi2,product,pro_from_smi1_name,similarity
21994,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,ClCl,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2cc(Cl)ccc21,a179,0.8518518518518519
21996,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,ClCl,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2c(Cl)cccc21,a179,0.8518518518518519
22014,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,II,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2cccc(I)c21,a179,0.8518518518518519
22016,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,II,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccc(I)cc21,a179,0.8518518518518519
22018,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,II,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2cc(I)ccc21,a179,0.8518518518518519
22020,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,II,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2c(I)cccc21,a179,0.8518518518518519
22037,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,C#N,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2cccc(C#N)c21,a179,0.92
22038,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,C#N,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccc(C#N)cc21,a179,0.92
22039,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,C#N,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2cc(C#N)ccc21,a179,0.92
22040,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2ccccc21,C#N,CCCCC(CC)CC1(CC(CC)CCCC)c2ccccc2-c2c(C#N)cccc21,a179,0.92
22049,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(cc(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,CBr,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(c(C)c(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,a182,1.0
22060,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(cc(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,BrBr,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(c(Br)c(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,a182,0.9322033898305084
22080,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(cc(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,ClCl,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(c(Cl)c(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,a182,0.9322033898305084
22100,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(cc(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,II,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(c(I)c(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,a182,0.9322033898305084
22119,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(cc(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,C#N,CCCCC(CC)CN1C(=O)c2cc(N)c3c4c(c(C#N)c(N)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,a182,0.9821428571428572
22128,c1ccc2nsnc2c1,CBr,Cc1ccc2nsnc2c1,a183,0.9615384615384616
22130,c1ccc2nsnc2c1,CBr,Cc1cccc2nsnc12,a183,0.9615384615384616
22134,c1ccc2nsnc2c1,BrBr,Brc1ccc2nsnc2c1,a183,0.8620689655172413
22138,c1ccc2nsnc2c1,BrBr,Brc1cccc2nsnc12,a183,0.8620689655172413
22146,c1ccc2nsnc2c1,ClCl,Clc1ccc2nsnc2c1,a183,0.8620689655172413
22150,c1ccc2nsnc2c1,ClCl,Clc1cccc2nsnc12,a183,0.8620689655172413
22158,c1ccc2nsnc2c1,II,Ic1ccc2nsnc2c1,a183,0.8620689655172413
22162,c1ccc2nsnc2c1,II,Ic1cccc2nsnc12,a183,0.8620689655172413
22170,c1ccc2nsnc2c1,C#N,N#Cc1ccc2nsnc2c1,a183,0.9615384615384616
22172,c1ccc2nsnc2c1,C#N,N#Cc1cccc2nsnc12,a183,0.925925925925926
22177,Fc1cc2nsnc2cc1F,CBr,Cc1c(F)c(F)cc2nsnc12,a184,0.96875
22184,Fc1cc2nsnc2cc1F,BrBr,Fc1cc2nsnc2c(Br)c1F,a184,0.96875
22196,Fc1cc2nsnc2cc1F,ClCl,Fc1cc2nsnc2c(Cl)c1F,a184,0.96875
22208,Fc1cc2nsnc2cc1F,II,Fc1cc2nsnc2c(I)c1F,a184,0.96875
22219,Fc1cc2nsnc2cc1F,C#N,N#Cc1c(F)c(F)cc2nsnc12,a184,0.9393939393939394
22224,c1nncc2nsnc12,CBr,Cc1nncc2nsnc12,a185,0.9655172413793104
22228,c1nncc2nsnc12,BrBr,Brc1nncc2nsnc12,a185,0.875
22236,c1nncc2nsnc12,ClCl,Clc1nncc2nsnc12,a185,0.875
22244,c1nncc2nsnc12,II,Ic1nncc2nsnc12,a185,0.875
22252,c1nncc2nsnc12,C#N,N#Cc1nncc2nsnc12,a185,0.9655172413793104
22256,c1[nH]cc2c1N=S=N2,CBr,Cc1[nH]cc2c1N=S=N2,a186,0.967741935483871
22260,c1[nH]cc2c1N=S=N2,BrBr,Brc1[nH]cc2c1N=S=N2,a186,0.8823529411764706
22268,c1[nH]cc2c1N=S=N2,ClCl,Clc1[nH]cc2c1N=S=N2,a186,0.8823529411764706
22276,c1[nH]cc2c1N=S=N2,II,Ic1[nH]cc2c1N=S=N2,a186,0.8823529411764706
22284,c1[nH]cc2c1N=S=N2,C#N,N#Cc1[nH]cc2c1N=S=N2,a186,0.967741935483871
22288,c1occ2c1N=S=N2,CBr,Cc1occ2c1N=S=N2,a187,0.9393939393939394
22292,c1occ2c1N=S=N2,BrBr,Brc1occ2c1N=S=N2,a187,0.8857142857142857
22300,c1occ2c1N=S=N2,ClCl,Clc1occ2c1N=S=N2,a187,0.8857142857142857
22308,c1occ2c1N=S=N2,II,Ic1occ2c1N=S=N2,a187,0.8857142857142857
22316,c1occ2c1N=S=N2,C#N,N#Cc1occ2c1N=S=N2,a187,0.9117647058823528
22320,c1scc2c1N=S=N2,CBr,Cc1scc2c1N=S=N2,a188,0.9310344827586208
22324,c1scc2c1N=S=N2,BrBr,Brc1scc2c1N=S=N2,a188,0.84375
22332,c1scc2c1N=S=N2,ClCl,Clc1scc2c1N=S=N2,a188,0.84375
22340,c1scc2c1N=S=N2,II,Ic1scc2c1N=S=N2,a188,0.84375
22348,c1scc2c1N=S=N2,C#N,N#Cc1scc2c1N=S=N2,a188,0.9
22384,c1cnc2cscc2n1,CBr,Cc1cnc2cscc2n1,a190,0.95
22387,c1cnc2cscc2n1,CBr,Cc1scc2nccnc12,a190,0.9047619047619048
22390,c1cnc2cscc2n1,BrBr,Brc1cnc2cscc2n1,a190,0.8260869565217391
22396,c1cnc2cscc2n1,BrBr,Brc1scc2nccnc12,a190,0.7916666666666666
22402,c1cnc2cscc2n1,ClCl,Clc1cnc2cscc2n1,a190,0.8260869565217391
22408,c1cnc2cscc2n1,ClCl,Clc1scc2nccnc12,a190,0.7916666666666666
22414,c1cnc2cscc2n1,II,Ic1cnc2cscc2n1,a190,0.8260869565217391
22420,c1cnc2cscc2n1,II,Ic1scc2nccnc12,a190,0.7916666666666666
22426,c1cnc2cscc2n1,C#N,N#Cc1cnc2cscc2n1,a190,0.9047619047619048
22429,c1cnc2cscc2n1,C#N,N#Cc1scc2nccnc12,a190,0.8636363636363636
22432,c1scc2nnnnc12,CBr,Cc1scc2nnnnc12,a191,0.9285714285714286
22436,c1scc2nnnnc12,BrBr,Brc1scc2nnnnc12,a191,0.8387096774193549
22444,c1scc2nnnnc12,ClCl,Clc1scc2nnnnc12,a191,0.8387096774193549
22452,c1scc2nnnnc12,II,Ic1scc2nnnnc12,a191,0.8387096774193549
22460,c1scc2nnnnc12,C#N,N#Cc1scc2nnnnc12,a191,0.9285714285714286
22464,c1scc2nc3c(nc12)N=S=N3,CBr,Cc1scc2nc3c(nc12)N=S=N3,a192,0.9428571428571428
22470,c1scc2nc3c(nc12)N=S=N3,BrBr,Brc1scc2nc3c(nc12)N=S=N3,a192,0.868421052631579
22482,c1scc2nc3c(nc12)N=S=N3,ClCl,Clc1scc2nc3c(nc12)N=S=N3,a192,0.868421052631579
22494,c1scc2nc3c(nc12)N=S=N3,II,Ic1scc2nc3c(nc12)N=S=N3,a192,0.868421052631579
22506,c1scc2nc3c(nc12)N=S=N3,C#N,N#Cc1scc2nc3c(nc12)N=S=N3,a192,0.9428571428571428
22512,c1scc2cc3c(cc12)N=S=N3,CBr,Cc1scc2cc3c(cc12)N=S=N3,a193,0.935483870967742
22515,c1scc2cc3c(cc12)N=S=N3,CBr,Cc1c2c(cc3cscc13)N=S=N2,a193,0.9666666666666668
22520,c1scc2cc3c(cc12)N=S=N3,BrBr,Brc1scc2cc3c(cc12)N=S=N3,a193,0.8529411764705882
22526,c1scc2cc3c(cc12)N=S=N3,BrBr,Brc1c2c(cc3cscc13)N=S=N2,a193,0.8787878787878788
22536,c1scc2cc3c(cc12)N=S=N3,ClCl,Clc1scc2cc3c(cc12)N=S=N3,a193,0.8529411764705882
22542,c1scc2cc3c(cc12)N=S=N3,ClCl,Clc1c2c(cc3cscc13)N=S=N2,a193,0.8787878787878788
22552,c1scc2cc3c(cc12)N=S=N3,II,Ic1scc2cc3c(cc12)N=S=N3,a193,0.8529411764705882
22558,c1scc2cc3c(cc12)N=S=N3,II,Ic1c2c(cc3cscc13)N=S=N2,a193,0.8787878787878788
22568,c1scc2cc3c(cc12)N=S=N3,C#N,N#Cc1scc2cc3c(cc12)N=S=N3,a193,0.935483870967742
22571,c1scc2cc3c(cc12)N=S=N3,C#N,N#Cc1c2c(cc3cscc13)N=S=N2,a193,0.935483870967742
22576,c1ccc2cc3nsnc3cc2c1,CBr,Cc1ccc2cc3nsnc3cc2c1,a194,0.9629629629629628
22578,c1ccc2cc3nsnc3cc2c1,CBr,Cc1cccc2cc3nsnc3cc12,a194,0.9629629629629628
22580,c1ccc2cc3nsnc3cc2c1,CBr,Cc1c2ccccc2cc2nsnc12,a194,0.9629629629629628
22586,c1ccc2cc3nsnc3cc2c1,BrBr,Brc1ccc2cc3nsnc3cc2c1,a194,0.8666666666666667
22590,c1ccc2cc3nsnc3cc2c1,BrBr,Brc1cccc2cc3nsnc3cc12,a194,0.8666666666666667
22594,c1ccc2cc3nsnc3cc2c1,BrBr,Brc1c2ccccc2cc2nsnc12,a194,0.8666666666666667
22606,c1ccc2cc3nsnc3cc2c1,ClCl,Clc1ccc2cc3nsnc3cc2c1,a194,0.8666666666666667
22610,c1ccc2cc3nsnc3cc2c1,ClCl,Clc1cccc2cc3nsnc3cc12,a194,0.8666666666666667
22614,c1ccc2cc3nsnc3cc2c1,ClCl,Clc1c2ccccc2cc2nsnc12,a194,0.8666666666666667
22626,c1ccc2cc3nsnc3cc2c1,II,Ic1ccc2cc3nsnc3cc2c1,a194,0.8666666666666667
22630,c1ccc2cc3nsnc3cc2c1,II,Ic1cccc2cc3nsnc3cc12,a194,0.8666666666666667
22634,c1ccc2cc3nsnc3cc2c1,II,Ic1c2ccccc2cc2nsnc12,a194,0.8666666666666667
22646,c1ccc2cc3nsnc3cc2c1,C#N,N#Cc1ccc2cc3nsnc3cc2c1,a194,0.9629629629629628
22648,c1ccc2cc3nsnc3cc2c1,C#N,N#Cc1cccc2cc3nsnc3cc12,a194,0.9629629629629628
22650,c1ccc2cc3nsnc3cc2c1,C#N,N#Cc1c2ccccc2cc2nsnc12,a194,0.9285714285714286
22656,c1nncc2cc3nsnc3cc12,CBr,Cc1nncc2cc3nsnc3cc12,a195,0.9655172413793104
22659,c1nncc2cc3nsnc3cc12,CBr,Cc1c2cnncc2cc2nsnc12,a195,0.9655172413793104
22664,c1nncc2cc3nsnc3cc12,BrBr,Brc1nncc2cc3nsnc3cc12,a195,0.875
22670,c1nncc2cc3nsnc3cc12,BrBr,Brc1c2cnncc2cc2nsnc12,a195,0.875
22680,c1nncc2cc3nsnc3cc12,ClCl,Clc1nncc2cc3nsnc3cc12,a195,0.875
22686,c1nncc2cc3nsnc3cc12,ClCl,Clc1c2cnncc2cc2nsnc12,a195,0.875
22696,c1nncc2cc3nsnc3cc12,II,Ic1nncc2cc3nsnc3cc12,a195,0.875
22702,c1nncc2cc3nsnc3cc12,II,Ic1c2cnncc2cc2nsnc12,a195,0.875
22712,c1nncc2cc3nsnc3cc12,C#N,N#Cc1nncc2cc3nsnc3cc12,a195,0.9333333333333332
22715,c1nncc2cc3nsnc3cc12,C#N,N#Cc1c2cnncc2cc2nsnc12,a195,0.9333333333333332
22720,c1cnc2cc3nsnc3cc2n1,CBr,Cc1cnc2cc3nsnc3cc2n1,a196,0.9655172413793104
22723,c1cnc2cc3nsnc3cc2n1,CBr,Cc1c2nccnc2cc2nsnc12,a196,0.9655172413793104
22728,c1cnc2cc3nsnc3cc2n1,BrBr,Brc1cnc2cc3nsnc3cc2n1,a196,0.875
22734,c1cnc2cc3nsnc3cc2n1,BrBr,Brc1c2nccnc2cc2nsnc12,a196,0.875
22744,c1cnc2cc3nsnc3cc2n1,ClCl,Clc1cnc2cc3nsnc3cc2n1,a196,0.875
22750,c1cnc2cc3nsnc3cc2n1,ClCl,Clc1c2nccnc2cc2nsnc12,a196,0.875
22760,c1cnc2cc3nsnc3cc2n1,II,Ic1cnc2cc3nsnc3cc2n1,a196,0.875
22766,c1cnc2cc3nsnc3cc2n1,II,Ic1c2nccnc2cc2nsnc12,a196,0.875
22776,c1cnc2cc3nsnc3cc2n1,C#N,N#Cc1cnc2cc3nsnc3cc2n1,a196,0.9655172413793104
22779,c1cnc2cc3nsnc3cc2n1,C#N,N#Cc1c2nccnc2cc2nsnc12,a196,0.9655172413793104
22784,c1ccc2nc3cscc3nc2c1,CBr,Cc1ccc2nc3cscc3nc2c1,a197,0.9523809523809524
22786,c1ccc2nc3cscc3nc2c1,CBr,Cc1cccc2nc3cscc3nc12,a197,0.9523809523809524
22789,c1ccc2nc3cscc3nc2c1,CBr,Cc1scc2nc3ccccc3nc12,a197,0.9090909090909092
22794,c1ccc2nc3cscc3nc2c1,BrBr,Brc1ccc2nc3cscc3nc2c1,a197,0.8333333333333334
22798,c1ccc2nc3cscc3nc2c1,BrBr,Brc1cccc2nc3cscc3nc12,a197,0.8333333333333334
22804,c1ccc2nc3cscc3nc2c1,BrBr,Brc1scc2nc3ccccc3nc12,a197,0.8
22814,c1ccc2nc3cscc3nc2c1,ClCl,Clc1ccc2nc3cscc3nc2c1,a197,0.8333333333333334
22818,c1ccc2nc3cscc3nc2c1,ClCl,Clc1cccc2nc3cscc3nc12,a197,0.8333333333333334
22824,c1ccc2nc3cscc3nc2c1,ClCl,Clc1scc2nc3ccccc3nc12,a197,0.8
22834,c1ccc2nc3cscc3nc2c1,II,Ic1ccc2nc3cscc3nc2c1,a197,0.8333333333333334
22838,c1ccc2nc3cscc3nc2c1,II,Ic1cccc2nc3cscc3nc12,a197,0.8333333333333334
22844,c1ccc2nc3cscc3nc2c1,II,Ic1scc2nc3ccccc3nc12,a197,0.8
22854,c1ccc2nc3cscc3nc2c1,C#N,N#Cc1ccc2nc3cscc3nc2c1,a197,0.9523809523809524
22856,c1ccc2nc3cscc3nc2c1,C#N,N#Cc1cccc2nc3cscc3nc12,a197,0.9090909090909092
22859,c1ccc2nc3cscc3nc2c1,C#N,N#Cc1scc2nc3ccccc3nc12,a197,0.8695652173913043
22864,c1c2c(cc3nsnc13)N=S=N2,CBr,Cc1c2c(cc3nsnc13)N=S=N2,a198,0.96875
22870,c1c2c(cc3nsnc13)N=S=N2,BrBr,Brc1c2c(cc3nsnc13)N=S=N2,a198,0.8857142857142857
22882,c1c2c(cc3nsnc13)N=S=N2,ClCl,Clc1c2c(cc3nsnc13)N=S=N2,a198,0.8857142857142857
22894,c1c2c(cc3nsnc13)N=S=N2,II,Ic1c2c(cc3nsnc13)N=S=N2,a198,0.8857142857142857
22906,c1c2c(cc3nsnc13)N=S=N2,C#N,N#Cc1c2c(cc3nsnc13)N=S=N2,a198,0.96875
22960,c1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,CBr,Cc1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,a202,0.9705882352941176
22972,c1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,BrBr,Brc1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,a202,0.8918918918918919
22996,c1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,ClCl,Clc1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,a202,0.8918918918918919
23020,c1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,II,Ic1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,a202,0.8918918918918919
23044,c1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,C#N,N#Cc1c2c(c(-c3c4c(cc5nsnc35)N=S=N4)c3nsnc13)N=S=N2,a202,0.9705882352941176
23056,c1cc2c(ccc3nsnc32)c2nsnc12,CBr,Cc1cc2c(ccc3nsnc32)c2nsnc12,a203,0.9629629629629628
23057,c1cc2c(ccc3nsnc32)c2nsnc12,CBr,Cc1cc2nsnc2c2ccc3nsnc3c12,a203,0.9629629629629628
23066,c1cc2c(ccc3nsnc32)c2nsnc12,BrBr,Brc1cc2c(ccc3nsnc32)c2nsnc12,a203,0.8666666666666667
23068,c1cc2c(ccc3nsnc32)c2nsnc12,BrBr,Brc1cc2nsnc2c2ccc3nsnc3c12,a203,0.8666666666666667
23086,c1cc2c(ccc3nsnc32)c2nsnc12,ClCl,Clc1cc2c(ccc3nsnc32)c2nsnc12,a203,0.8666666666666667
23088,c1cc2c(ccc3nsnc32)c2nsnc12,ClCl,Clc1cc2nsnc2c2ccc3nsnc3c12,a203,0.8666666666666667
23106,c1cc2c(ccc3nsnc32)c2nsnc12,II,Ic1cc2c(ccc3nsnc32)c2nsnc12,a203,0.8666666666666667
23108,c1cc2c(ccc3nsnc32)c2nsnc12,II,Ic1cc2nsnc2c2ccc3nsnc3c12,a203,0.8666666666666667
23126,c1cc2c(ccc3nsnc32)c2nsnc12,C#N,N#Cc1cc2c(ccc3nsnc32)c2nsnc12,a203,0.9285714285714286
23127,c1cc2c(ccc3nsnc32)c2nsnc12,C#N,N#Cc1cc2nsnc2c2ccc3nsnc3c12,a203,0.9629629629629628
23136,c1c2c(cc3nc4nsnc4nc13)N=S=N2,CBr,Cc1c2c(cc3nc4nsnc4nc13)N=S=N2,a204,0.9714285714285714
23144,c1c2c(cc3nc4nsnc4nc13)N=S=N2,BrBr,Brc1c2c(cc3nc4nsnc4nc13)N=S=N2,a204,0.8947368421052632
23160,c1c2c(cc3nc4nsnc4nc13)N=S=N2,ClCl,Clc1c2c(cc3nc4nsnc4nc13)N=S=N2,a204,0.8947368421052632
23176,c1c2c(cc3nc4nsnc4nc13)N=S=N2,II,Ic1c2c(cc3nc4nsnc4nc13)N=S=N2,a204,0.8947368421052632
23192,c1c2c(cc3nc4nsnc4nc13)N=S=N2,C#N,N#Cc1c2c(cc3nc4nsnc4nc13)N=S=N2,a204,0.9714285714285714
23200,c1c2c(cc3cc4nsnc4cc13)N=S=N2,CBr,Cc1c2c(cc3cc4nsnc4cc13)N=S=N2,a205,0.96875
23205,c1c2c(cc3cc4nsnc4cc13)N=S=N2,CBr,Cc1c2cc3c(cc2cc2nsnc12)N=S=N3,a205,0.96875
23210,c1c2c(cc3cc4nsnc4cc13)N=S=N2,BrBr,Brc1c2c(cc3cc4nsnc4cc13)N=S=N2,a205,0.8857142857142857
23220,c1c2c(cc3cc4nsnc4cc13)N=S=N2,BrBr,Brc1c2cc3c(cc2cc2nsnc12)N=S=N3,a205,0.8857142857142857
23230,c1c2c(cc3cc4nsnc4cc13)N=S=N2,ClCl,Clc1c2c(cc3cc4nsnc4cc13)N=S=N2,a205,0.8857142857142857
23240,c1c2c(cc3cc4nsnc4cc13)N=S=N2,ClCl,Clc1c2cc3c(cc2cc2nsnc12)N=S=N3,a205,0.8857142857142857
23250,c1c2c(cc3cc4nsnc4cc13)N=S=N2,II,Ic1c2c(cc3cc4nsnc4cc13)N=S=N2,a205,0.8857142857142857
23260,c1c2c(cc3cc4nsnc4cc13)N=S=N2,II,Ic1c2cc3c(cc2cc2nsnc12)N=S=N3,a205,0.8857142857142857
23270,c1c2c(cc3cc4nsnc4cc13)N=S=N2,C#N,N#Cc1c2c(cc3cc4nsnc4cc13)N=S=N2,a205,0.9393939393939394
23275,c1c2c(cc3cc4nsnc4cc13)N=S=N2,C#N,N#Cc1c2cc3c(cc2cc2nsnc12)N=S=N3,a205,0.9393939393939394
23282,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,CBr,Cc1c2cc3cc(I)c(O)c(I)c3oc-2c(I)c(=O)c1I,p2,0.9629629629629628
23284,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,CBr,Cc1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,p2,0.9629629629629628
23286,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,CBr,Cc1c(I)c(O)c(I)c2oc3c(I)c(=O)c(I)cc-3cc12,p2,0.9629629629629628
23297,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,BrBr,O=c1c(I)c2oc3c(I)c(O)c(I)cc3cc-2c(Br)c1I,p2,0.9629629629629628
23301,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,BrBr,O=c1c(I)cc2c(Br)c3cc(I)c(O)c(I)c3oc-2c1I,p2,0.9629629629629628
23305,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,BrBr,O=c1c(I)cc2cc3c(Br)c(I)c(O)c(I)c3oc-2c1I,p2,0.9629629629629628
23323,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,ClCl,O=c1c(I)c2oc3c(I)c(O)c(I)cc3cc-2c(Cl)c1I,p2,0.9629629629629628
23327,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,ClCl,O=c1c(I)cc2c(Cl)c3cc(I)c(O)c(I)c3oc-2c1I,p2,0.9629629629629628
23331,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,ClCl,O=c1c(I)cc2cc3c(Cl)c(I)c(O)c(I)c3oc-2c1I,p2,0.9629629629629628
23349,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,II,O=c1c(I)c2oc3c(I)c(O)c(I)cc3cc-2c(I)c1I,p2,1.0
23353,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,II,O=c1c(I)cc2c(I)c3cc(I)c(O)c(I)c3oc-2c1I,p2,1.0
23357,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,II,O=c1c(I)cc2cc3c(I)c(I)c(O)c(I)c3oc-2c1I,p2,1.0
23373,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,C#N,N#Cc1c2cc3cc(I)c(O)c(I)c3oc-2c(I)c(=O)c1I,p2,0.9285714285714286
23375,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,C#N,N#Cc1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,p2,0.9285714285714286
23377,O=c1c(I)cc2cc3cc(I)c(O)c(I)c3oc-2c1I,C#N,N#Cc1c(I)c(O)c(I)c2oc3c(I)c(=O)c(I)cc-3cc12,p2,0.9285714285714286
23385,COc1ccc(C=O)cc1OC,CBr,COc1cc(C=O)cc(C)c1OC,p3,0.95
23386,COc1ccc(C=O)cc1OC,CBr,COc1cc(C)c(C=O)cc1OC,p3,0.95
23388,COc1ccc(C=O)cc1OC,CBr,COc1ccc(C=O)c(C)c1OC,p3,0.95
23392,COc1ccc(C=O)cc1OC,BrBr,COc1cc(C=O)cc(Br)c1OC,p3,0.8260869565217391
23394,COc1ccc(C=O)cc1OC,BrBr,COc1cc(Br)c(C=O)cc1OC,p3,0.8260869565217391
23398,COc1ccc(C=O)cc1OC,BrBr,COc1ccc(C=O)c(Br)c1OC,p3,0.8260869565217391
23404,COc1ccc(C=O)cc1OC,ClCl,COc1cc(C=O)cc(Cl)c1OC,p3,0.8260869565217391
23406,COc1ccc(C=O)cc1OC,ClCl,COc1cc(Cl)c(C=O)cc1OC,p3,0.8260869565217391
23410,COc1ccc(C=O)cc1OC,ClCl,COc1ccc(C=O)c(Cl)c1OC,p3,0.8260869565217391
23416,COc1ccc(C=O)cc1OC,II,COc1cc(C=O)cc(I)c1OC,p3,0.8260869565217391
23418,COc1ccc(C=O)cc1OC,II,COc1cc(I)c(C=O)cc1OC,p3,0.8260869565217391
23422,COc1ccc(C=O)cc1OC,II,COc1ccc(C=O)c(I)c1OC,p3,0.8260869565217391
23427,COc1ccc(C=O)cc1OC,C#N,COc1cc(C=O)cc(C#N)c1OC,p3,0.8636363636363636
23428,COc1ccc(C=O)cc1OC,C#N,COc1cc(C#N)c(C=O)cc1OC,p3,0.9047619047619048
23430,COc1ccc(C=O)cc1OC,C#N,COc1ccc(C=O)c(C#N)c1OC,p3,0.8636363636363636
23433,O=C1c2ccccc2C(=O)c2ccccc21,CBr,Cc1cccc2c1C(=O)c1ccccc1C2=O,p4,0.9375
23434,O=C1c2ccccc2C(=O)c2ccccc21,CBr,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,p4,0.9375
23446,O=C1c2ccccc2C(=O)c2ccccc21,BrBr,O=C1c2ccccc2C(=O)c2c(Br)cccc21,p4,0.7894736842105263
23448,O=C1c2ccccc2C(=O)c2ccccc21,BrBr,O=C1c2ccccc2C(=O)c2cc(Br)ccc21,p4,0.7894736842105263
23470,O=C1c2ccccc2C(=O)c2ccccc21,ClCl,O=C1c2ccccc2C(=O)c2c(Cl)cccc21,p4,0.7894736842105263
23472,O=C1c2ccccc2C(=O)c2ccccc21,ClCl,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,p4,0.7894736842105263
23494,O=C1c2ccccc2C(=O)c2ccccc21,II,O=C1c2ccccc2C(=O)c2c(I)cccc21,p4,0.7894736842105263
23496,O=C1c2ccccc2C(=O)c2ccccc21,II,O=C1c2ccccc2C(=O)c2cc(I)ccc21,p4,0.7894736842105263
23517,O=C1c2ccccc2C(=O)c2ccccc21,C#N,N#Cc1cccc2c1C(=O)c1ccccc1C2=O,p4,0.8823529411764706
23518,O=C1c2ccccc2C(=O)c2ccccc21,C#N,N#Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,p4,0.8823529411764706
23529,COc1ccccc1C(C)=O,CBr,COc1c(C)cccc1C(C)=O,p5,0.9473684210526316
23530,COc1ccccc1C(C)=O,CBr,COc1cc(C)ccc1C(C)=O,p5,0.9473684210526316
23531,COc1ccccc1C(C)=O,CBr,COc1ccc(C)cc1C(C)=O,p5,0.9473684210526316
