HOMO,LUMO,Gap,Filename
1.471878163483931,0.22831494108583117,-0.8047317151600242,1
1.1998319199586798,-0.0025035063147427826,-0.8187217534981432,10
1.3782802597630255,-0.29749569245448976,-1.1946668262863016,100
0.016299548609269413,0.30214924264595455,0.24958138683178538,1000
-0.09916702420530735,-0.01940949125140679,0.05074424619640184,1001
0.03248236373858426,0.20209341342896442,0.15224643924530357,1002
-0.3519688389281307,-0.1974398632374996,0.06919919038711139,1003
-0.45518895705025225,-0.21848608938314232,0.12128975866733924,1004
-0.45956269086898577,-0.20951556676368815,0.13200553271355708,1005
-0.3331617835075753,-0.185364159711311,0.06681790726573006,1006
0.008864201117421526,0.2928336999257523,0.2466047829300584,1007
-0.16433565810444423,0.16138104154067184,0.2510696887826497,1008
-0.20457400923679567,0.1296391922718339,0.2510696887826497,1009
1.4263913317690986,-0.348903687465978,-1.2717608673410385,101
0.8022595158357619,0.925600564698028,0.2525579907335132,1010
0.7300929078266521,0.8579766249513726,0.2433305186381584,1011
0.8827362181004672,0.9397463888287059,0.20999255493881233,1012
0.9181634620322124,0.96251771547809,0.20552764908622104,1013
0.9199129555597054,0.9649328561833276,0.20642063025674012,1014
0.9094159943947443,0.9380212883249649,0.1903469691874123,1015
0.7331545214997653,0.860046745555862,0.2430328582479862,1016
0.8831735914823398,0.9048993586531335,0.17963119514119488,1017
0.8031342625995084,0.925600564698028,0.25196266995316796,1018
0.5997556400283797,0.7620610369433615,0.2492837264416132,1019
1.3314813079025714,-0.3147466974919019,-1.1777001840464556,102
0.6990393977136403,0.8300299967907651,0.24035391473643145,1020
0.5656405162422546,0.6095621524126382,0.14093534441873926,1021
0.5669526363878749,0.6016266900954289,0.13319617427424837,1022
0.5586425421322806,0.601971710196177,0.13914938207770272,1023
0.5988808932646332,0.6126673333193726,0.12099209827716621,1024
0.6902919300761722,0.822784574675052,0.24005625434625924,1025
0.5634536493328879,0.7330793484805092,0.24898606605144016,1026
0.5542688083135459,0.7292841273722782,0.25196266995316796,1027
0.5923202925365317,0.7579207957343824,0.2507720283924767,1028
0.6867929430211851,0.828649916387772,0.24749776410057667,1029
1.36997016550743,-0.28507496882755307,-1.1782955048268007,103
0.5547061816954196,0.6016266900954289,0.14153066519908447,1030
0.559517288896027,0.6078370519088973,0.14361428793029402,1031
0.5407102334754715,0.611977293117876,0.15998560938979403,1032
0.5363364996567369,0.6116322730171279,0.16266455290134882,1033
0.6771707286199705,0.8203694339698142,0.24690244332023145,1034
0.5582051687504067,0.7310092278760195,0.2507720283924767,1035
0.5520819414041791,0.7279040469692853,0.25226033034334017,1036
0.5787617176984563,0.7327343283797607,0.23827029200522273,1037
0.6784828487655908,0.8082937304436256,0.2355913484936671,1038
0.5980061465008855,0.5474585342779548,0.06532960531486616,1039
1.1674662897000476,-0.5155483961273789,-1.2393158848122108,104
0.5149052039449409,0.562984438811626,0.1352797970054575,1040
0.49478602837876395,0.5674697001213528,0.1528417600256488,1041
0.5896960522452912,0.5495286548824444,0.07277111506918442,1042
0.6675485142187558,0.7993232078241715,0.23529368810349494,1043
0.5389607399479774,0.6965072178011953,0.23410304654280364,1044
0.531088019074257,0.7092729615288803,0.25047436800230366,1045
0.3902537901110233,0.5988665292894431,0.2510696887826497,1046
0.543334473766711,0.7165183836445934,0.24839074527109575,1047
0.20174586252358917,0.20657867473869174,0.04092145332070183,1048
0.1838135538667802,0.17621690587284622,0.026931414982583148,1049
1.0966118018365583,-0.5279691197543156,-1.2018106756504472,105
0.15319741713564217,0.1731117249661123,0.04508869878312009,1050
0.17419133946556556,0.20899381544392945,0.061757680632792716,1051
0.523652671582409,0.7003024389094261,0.2477954244907497,1052
0.35263967926991124,0.5695398207258424,0.2513673491728219,1053
0.3119639547556848,0.5377979714570039,0.2516650095629949,1054
0.6277475364682771,0.7016825193124191,0.17814289319033055,1055
0.6098152278114681,0.6961621977004472,0.18558440294464884,1056
0.5192789377636744,0.6461342830919521,0.20403934713535837,1057
0.6649242739275153,0.7289391072715301,0.17635693084929405,1058
0.6614252868725282,0.7513654138201658,0.1980861393319036,1059
1.2636884337121952,-0.39858658197372476,-1.203894298381656,106
0.6631747804000224,0.7530905143239071,0.19838379972207582,1060
0.5870718119540506,0.6706307102450774,0.17903587436084964,1062
0.6015051335558725,0.6892617956854824,0.18528674255447664,1063
0.6290596566138974,0.7089279414281322,0.1835007802134401,1064
0.37057198792672025,0.5026059211806835,0.18141715748223056,1066
0.4790405866313217,0.5988665292894431,0.19064462957758618,1067
0.3578881598523912,0.4042751924674344,0.10521609759801184,1068
0.2879084187526482,0.3946146296464835,0.14450726910081146,1069
1.1416612601695169,-0.4817364262540509,-1.1925832035550916,107
0.28615892522515407,0.39806483065396603,0.14867451456323055,1070
0.3994386311303641,0.4129006949861404,0.08437987028592053,1071
0.4449254628451967,0.5923111473752262,0.20820659259777666,1072
0.3522023058880374,0.4877700568485091,0.18111949709205755,1073
0.3858800562922886,0.5064011422889141,0.17427330811808533,1074
0.3657608807261129,0.4970855995687114,0.1799288555313671,1075
0.4641698916476272,0.6043868509014148,0.20552764908622104,1077
0.32989626341249373,0.4001349512584556,0.12069443788699401,1078
0.27697408420581326,0.39978993115770706,0.15641368470772102,1079
1.1657167961725547,-0.47311092373534486,-1.2015130152602742,108
0.26866398995021895,0.40358515226593816,0.16534349641290358,1080
0.3692598677810999,0.4091054738779098,0.1016441729159388,1081
0.46110827797451276,0.575060142337814,0.18231013865274884,1082
0.3434548382505692,0.48155969503504076,0.1817148178724036,1083
0.3731962282179608,0.4998457603746972,0.17724991201981147,1084
0.3430174648686954,0.47707443372531344,0.17814289319033055,1085
0.3495780655967968,0.4684489312066074,0.166236477583421,1086
0.4558597973920316,0.5840306649572686,0.19362123347931315,1087
0.34170534472307634,0.3466568356424778,0.0665202468755562,1088
0.23411149278222007,0.35804249896717016,0.1495674957337488,1089
1.2120783746511337,-0.5365946222730217,-1.2878345284103656,109
0.22580139852662573,0.36149269997465217,0.15819964704875752,1090
0.4029376181853511,0.3514871170529532,0.029015037713792692,1091
0.42743052757026156,0.5747151222370659,0.20493232830587665,1092
0.340393224577456,0.4687939513073555,0.172785006167221,1093
0.3780073354185681,0.47362423271783094,0.15135345807478448,1094
0.11295906600328955,0.266612172268886,0.15313942041582101,1095
0.15582165742688275,0.33216599141105196,0.1805241763117123,1096
0.315025568428798,0.48190471513578886,0.2013604036238036,1097
-0.038809497506779,0.013712438420424529,0.03824250980914747,1098
-0.1227851868264713,-0.021479611855896398,0.06503194492469314,1099
1.267187420767182,0.06788059423789859,-0.8038387339895062,11
1.1351006594414168,-0.49001690867200887,-1.195262147066647,110
-0.112288225661509,-0.028725033971609543,0.05163722736691968,1100
-0.006006493866274252,0.027168222349606017,0.027526735762929206,1101
0.2507316812934088,0.4087604537771617,0.18201247826257663,1102
0.11733279982202302,0.29731896123547913,0.17665459123946708,1103
0.08015606236278479,0.27040739337711667,0.17873821397067663,1104
0.43792748873522264,0.5402131121622417,0.16802243992445753,1105
0.46548201179324744,0.5598792579048915,0.166236477583421,1106
0.5358991262748642,0.57195496143108,0.12873126842165708,1107
0.5009092557249916,0.6043868509014148,0.18052417631171314,1108
0.4173709397871731,0.5236521473263263,0.16772477953428533,1109
1.0970491752184308,-0.518998597134861,-1.1943691658961282,111
0.19124890135862685,0.3383763532245203,0.16177157173083054,1110
0.22448927838100544,0.35735245876567345,0.15552070353720357,1111
0.2594791489308769,0.2631619712614035,0.050446585806229634,1112
0.12957925451447821,0.25281136823895595,0.12992190998234837,1113
0.3443295850143157,0.42359631810933607,0.13111255154303966,1114
0.18206406033928607,0.33182097131030336,0.16236689251117578,1115
0.21136807692480378,0.3504520567507089,0.15849730743893056,1116
0.22623877190849956,0.2583316898509281,0.06890152999693837,1117
0.11908229334951714,0.25626156924643845,0.140042363248221,1118
0.3001548734451034,0.4260114588145738,0.16325987368169403,1119
1.1657167961725547,-0.5096830544146587,-1.2330650166185837,112
0.1798771934299193,0.3211253481871082,0.15462772236668448,1120
0.21705393088915756,0.32802575020207275,0.1352797970054575,1121
0.2804730712608003,0.21244401645141195,-0.007597190277452979,1122
0.08234292927215153,0.2172742978618874,0.13141021193321226,1123
0.2953437662444961,0.4173859562958677,0.15909262821927578,1124
-0.04449535147113277,0.14758023751074223,0.15760432626841148,1125
-0.08123471554849838,0.12101368975312785,0.15968794899962102,1126
-0.15690031061259635,-0.10842467724445319,0.013239037034638322,1127
-0.2679931496084384,-0.15983267225594142,0.04449337800277445,1128
0.09240251705524,0.2590217300524243,0.16058093017013927,1129
1.0918006946359509,-0.527624099653567,-1.1982387509683743,113
0.32989626341249373,0.46948399150885217,0.18052417631171314,1130
0.23673573307346066,0.42256125780709125,0.20344402635501316,1131
0.3806315757098075,0.5029509412814316,0.17486862889843055,1132
0.3718841080723405,0.5170967654121094,0.1930259126989671,1133
0.37275885483608695,0.5167517453113613,0.19213293152844882,1134
0.39812651098474383,0.49329037846048074,0.15462772236668448,1135
0.29665588639011636,0.4332568809302869,0.17189202499670359,1136
0.309777087846318,0.45223298647144006,0.179333534751021,1137
0.3386437310499619,0.4718991322140899,0.17665459123946708,1138
