1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Lifetime,Filename
0.2381894,0.0,0.33287942,0.0,0.0,0.0,0.0,0.1562166,0.0,0.30318344,0.2554459,0.21421891,0.0,0.34142417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19799554,0.0,0.12279129,0.3253057,0.3685164,0.0,0.0,0.0,0.39293355,0.0,0.13403505,0.0,42
0.0,0.0,0.23312604,0.0,0.0,0.0,0.0,0.0,0.0,0.08988154,0.55057865,0.5056791,0.33191013,0.04852587,0.0,0.0,0.0,0.12545821,0.0,0.0,0.0,0.096140325,0.44074357,0.8745985,0.79092014,0.10617387,0.0,0.0,0.0,0.15272862,0.52439404,0.4035201,0.0,43
0.30676496,0.40418828,0.30733275,0.0,0.5280918,0.33484077,0.0,1.0807176,0.2843331,0.0,0.0,0.0,0.0,0.80367833,0.20513707,0.51852834,0.31908107,0.0,0.0,0.0,0.57307446,1.1155255,0.0,0.13082218,0.0,0.7566634,0.018203735,0.10498601,0.6680435,0.74303,0.43184376,0.0,0.0,44
0.66398215,0.102811456,1.209318,0.0,0.13592589,0.0053402185,0.0,0.95695287,0.0002552271,0.0,0.0,0.04452455,0.0,0.5296247,0.0,0.22176462,0.032622933,0.0,0.0,0.0,0.24660926,0.9275735,0.1422441,0.87317276,0.8355895,0.5136456,0.0,0.0,0.34482065,0.52052283,0.77739286,0.035199523,0.0,45
0.38810182,2.8018465,0.77027166,2.585713,2.270069,2.8833885,2.4397686,2.196149,2.8330386,1.997153,0.0,0.0,0.0,3.1603358,2.1461554,2.2195518,2.614174,0.0,2.6164536,2.5626702,0.86113256,2.29075,0.0,2.9162002,0.0,2.9324362,1.8788705,1.7278359,1.4134732,2.7451131,0.0,0.0,0.0,46
0.0,0.044383883,0.0,0.0,0.0,0.0,0.0,0.46108443,0.0,0.0,0.0057037473,0.055642247,0.0,0.5027889,0.0,0.20397586,0.0,0.0,0.0,0.0,0.34279686,0.73383725,0.17161846,0.19474411,1.2590575,0.4976563,0.0,0.0,0.32412744,0.50791556,0.9941766,0.018679798,0.0,47
0.0,0.40981233,0.0,0.0,0.35094213,0.3288709,0.0,0.982811,0.29237556,0.0,0.0,0.0,0.0,0.8331227,0.3359807,0.67570734,0.29626632,0.0,0.0,0.0,0.86545557,1.1978985,0.0,0.19914722,0.61920536,0.78367656,0.05115819,0.12367159,0.84733677,0.76764446,0.91448927,0.0,0.0,48
0.0,0.29809177,0.0,0.0,0.32508683,0.23654485,0.0,0.95849663,0.18557394,0.0,0.0,0.0,0.0,0.7331775,0.21846467,0.5714139,0.18720388,0.0,0.0,0.0,0.7971342,1.1757414,0.0,0.7480483,0.2530942,0.6944733,0.0,0.055590153,0.753831,0.6860088,0.9453764,0.0,0.0,49
0.1120407,3.5927281,0.53302145,3.374464,3.242491,3.661346,3.2000527,3.304163,3.5229769,0.8496983,0.0,0.0,0.0,3.8984,3.2631304,3.4583075,3.3554654,0.0,3.4294887,3.3388205,2.400041,3.4538467,0.0,2.8818057,0.0,3.567412,2.4626331,2.1955686,2.857055,3.320949,0.0,0.0,0.0,50
0.9414567,1.0883957,1.3277948,0.7260703,0.8434591,1.107649,0.65879726,1.0197996,1.1027801,1.2764904,0.0,0.0,0.0,1.4992182,0.39484352,0.5758295,0.9990301,0.0,0.7384683,0.713606,0.0,1.0177398,0.0,1.9275856,0.0,1.4268334,0.55884796,0.6059337,0.111103445,1.3645732,0.0,0.0,0.0,51
0.0,0.36047232,0.0,0.0,0.30110502,0.28370655,0.0,0.94276685,0.2513311,0.0,0.0,0.0,0.0,0.7915216,0.27786225,0.6066041,0.24595833,0.0,0.0,0.0,0.78695065,1.1591823,0.0,0.5135541,0.48023558,0.7483081,0.018936753,0.09701955,0.75648093,0.73563796,0.8557062,0.0,0.0,52
0.29680753,1.9303983,0.12671864,1.5486609,1.8294437,1.9067916,1.4538386,2.2008033,1.8157775,0.0,0.0,0.0,0.0,2.2682037,1.6501698,1.948343,1.7892141,0.0,1.5915712,1.5210193,1.4884176,2.2186587,0.0,0.7432833,0.0,2.0818768,1.170814,1.0914314,1.7968439,1.9575307,0.0,0.0,0.0,53
0.551124,2.1389723,0.49297965,1.760326,2.0723374,2.1164808,1.6572394,2.4443476,2.0167,0.0,0.0,0.0,0.0,2.4625525,1.856852,2.1451218,1.9882162,0.0,1.8047026,1.7310146,1.6362953,2.4231691,0.0,1.1408072,0.0,2.2554665,1.3208196,1.219646,1.9387461,2.1161592,0.0,0.0,0.0,54
1.9380622,1.2931496,0.9909197,0.88811433,1.0623078,1.2944576,0.8213861,0.6590023,1.3547103,2.832614,0.0,0.0,0.0,1.6187203,0.09329945,0.014962733,1.2858202,0.0,0.88959324,0.8801247,0.0,0.23879308,0.0,0.0,0.0,1.5553558,0.6351126,0.7171536,0.0,1.4874566,0.0,0.0,0.0,55
1.6693599,0.0,0.8690412,0.0,0.0,0.0,0.0,0.0,0.0,2.2863438,0.597531,0.367441,0.0,0.1764335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25185102,0.0,0.0,0.0,0.2933609,0.0,0.2003994,0.0,56
0.49720848,0.0,1.0044197,0.0,0.0,0.0,0.0,0.0,0.0,0.31455898,0.7217082,0.66407466,0.45255464,0.0,0.0,0.0,0.0,0.23197442,0.0,0.0,0.0,0.0,0.5093627,1.2348213,0.0,0.0,0.0,0.0,0.0,0.037995756,0.19810319,0.5429004,0.0,57
1.1008971,0.56047237,1.2918619,0.055959344,0.7909863,0.48851323,0.023647428,1.4398465,0.42459762,0.0,0.0,0.0,0.0,0.93857366,0.27983218,0.6575229,0.48585725,0.0,0.083636045,0.036396027,0.6341101,1.3258351,0.0,0.6255989,0.0,0.874085,0.1132223,0.18974537,0.7671226,0.8494697,0.19320917,0.0,0.0,58
0.95610404,0.0,0.52456284,0.0,0.0,0.0,0.0,0.0,0.0,1.1549466,0.5162333,0.39965588,0.058651567,0.16499251,0.0,0.0,0.0,0.0009200573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22301185,0.0,0.0,0.0,0.26269567,0.0,0.27112627,0.0,59
0.13265824,0.0,0.6730548,0.0,0.0,0.0,0.0,0.0,0.0,0.15270877,0.6548795,0.6100844,0.4232989,0.0,0.0,0.0,0.0,0.20054811,0.0,0.0,0.0,0.03705728,0.51537335,1.0986767,0.24259424,0.020339072,0.0,0.0,0.0,0.07412386,0.41618037,0.5013648,0.0,60
0.6459365,0.20248938,1.3121104,0.0,0.4165417,0.1436292,0.0,1.0840874,0.094891906,0.0,0.0,0.0,0.0,0.63078016,0.0,0.36563373,0.11598492,0.0,0.0,0.0,0.46034664,1.1151572,0.037894964,1.4163179,0.0,0.6027892,0.0,0.0,0.50799024,0.6019514,0.62552977,0.0,0.0,61
1.4300876,0.0,1.0005769,0.0,0.13260448,0.0,0.0,0.0,0.0,1.5345407,0.35679066,0.20710719,0.0,0.35713977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013853073,0.0,0.4004858,0.0,0.0,0.0,0.426148,0.0,0.07168865,0.0,62
0.0,0.0,0.3233186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52992797,0.51310444,0.371943,0.035396308,0.0,0.0,0.0,0.14679033,0.0,0.0,0.0,0.1896941,0.54291916,0.9440193,1.3894458,0.09007314,0.0,0.0,0.0,0.13690194,0.84733915,0.431211,0.0,63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46014994,0.0,0.0,0.12422997,0.16826236,0.0067578554,0.40080225,0.0,0.10336551,0.0,0.0,0.0,0.0,0.2895456,0.7428939,0.29170048,0.93075275,0.66452575,0.40625346,0.0,0.0,0.23870721,0.42419034,1.0152576,0.11569762,0.0,64
0.0,0.48525536,0.0,0.016326904,0.6345717,0.42778707,0.0,1.1258051,0.3498987,0.0,0.0,0.0,0.0,0.88862985,0.44987506,0.7353275,0.37374008,0.0,0.049267888,0.0,0.9690138,1.3007615,0.0,0.13624954,0.0,0.82864505,0.09322113,0.15797639,0.93636656,0.8082524,0.6520667,0.0,0.0,65
0.8823707,0.0,1.3001943,0.0,0.0,0.0,0.0,0.055766612,0.0,0.649559,0.4979016,0.41028917,0.13651407,0.16344094,0.0,0.0,0.0,0.0212695,0.0,0.0,0.0,0.11115664,0.11295211,1.4950943,0.0,0.2145539,0.0,0.0,0.0,0.25317574,0.0,0.28426194,0.0,66
2.3443794,2.986874,0.93839955,2.6948833,2.521923,3.0528126,2.5554109,1.7309091,3.081132,4.073252,0.0,0.0,0.0,3.2318933,1.5680742,1.350195,2.9294114,0.0,2.7080278,2.6791506,0.0,1.2058531,0.0,0.0,0.0,3.0240457,1.9026573,1.8148437,0.10308535,2.8356235,0.0,0.0,0.0,67
0.0,0.0,0.35069728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61644566,0.5942576,0.4392889,0.0,0.0,0.0,0.0,0.19488555,0.0,0.0,0.0,0.1604898,0.6000296,1.2665648,0.6092309,0.031867236,0.0,0.0,0.0,0.083907604,0.7842834,0.4919345,0.0,68
0.0,0.314914,0.0,0.0,0.40892875,0.24757755,0.0,0.9694452,0.19953763,0.0,0.0,0.0,0.0,0.7331924,0.16878027,0.5088077,0.22417128,0.0,0.0,0.0,0.654372,1.0942262,0.0,0.28383064,0.014301777,0.6939575,0.0,0.05702865,0.6886848,0.6855845,0.7263105,0.0,0.0,69
0.0,0.4270097,0.049607992,0.0,0.40909004,0.38323116,0.0,0.9178177,0.33958316,0.0,0.0,0.0,0.0,0.86176795,0.26184553,0.56871444,0.3169446,0.0,0.020274043,0.0,0.6195824,1.1386579,0.0,0.9136095,0.056616783,0.81803256,0.071843505,0.14866912,0.6366316,0.800705,0.46975136,0.0,0.0,70
0.0,0.0,0.06961298,0.0,0.0,0.0,0.0,0.5221695,0.0,0.0,0.110850036,0.16268396,0.0,0.40987915,0.0,0.097328335,0.0,0.0,0.0,0.0,0.28580192,0.7680222,0.26678896,0.9369798,0.37978792,0.41264296,0.0,0.0,0.2279791,0.42973638,0.8920491,0.11810386,0.0,71
0.0,0.040221334,0.46942496,0.0,0.0,0.0,0.0,0.6911591,0.0,0.0,0.0035502315,0.06924832,0.0,0.4948874,0.0,0.21030414,0.0,0.0,0.0,0.0,0.340421,0.8632438,0.19568038,0.99116516,0.9802226,0.4872226,0.0,0.0,0.32484055,0.49738628,0.9408686,0.04304123,0.0,72
0.084209085,0.0,0.36427522,0.0,0.0,0.0,0.0,0.0,0.0,0.49432898,0.45043132,0.36657113,0.15940827,0.172679,0.0,0.0,0.0,0.016622066,0.0,0.0,0.0,0.038364947,0.16647923,0.84112597,0.6007999,0.22472113,0.0,0.0,0.0,0.2625745,0.0,0.26279873,0.0,73
0.7459346,0.0,1.273955,0.0,0.0,0.0,0.0,0.5051608,0.0,0.0,0.15419567,0.16740775,0.0,0.38182753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4378177,0.088787675,0.4532585,1.3767391,0.3953176,0.0,0.0,0.0,0.41510892,0.2725706,0.12923288,0.0,74
3.0528097,0.55862474,3.6284199,0.0064359903,1.5329652,0.55641496,0.0,1.9223406,0.39487588,0.0,0.0,0.0,0.0,0.9051854,0.28040856,0.56383586,0.48708987,0.0,0.034284115,0.0,0.54082936,1.5736017,0.0,2.0768154,0.0,0.8337628,0.078130305,0.15865082,0.7212937,0.811181,0.0,0.0,0.0,75
0.0,0.0,0.13630593,0.0,0.0,0.0,0.0,0.110426396,0.0,0.0,0.42639756,0.43446523,0.29024422,0.12477344,0.0,0.0,0.0,0.08267924,0.0,0.0,0.0,0.37035608,0.5150362,0.95006084,1.0839753,0.16537559,0.0,0.0,0.0,0.20504588,0.97071385,0.35925692,0.0,76
0.0,0.3915254,0.0,0.0,0.4595437,0.3305632,0.0,0.9588827,0.26257503,0.0,0.0,0.0,0.0,0.80267733,0.3499822,0.64078176,0.28592372,0.0,0.0,0.0,0.89214957,1.1723452,0.0,0.0,0.0,0.75312716,0.027299702,0.10251719,0.85819125,0.73948544,0.8051336,0.0,0.0,77
0.0,0.43494916,0.0,0.028138041,0.3318466,0.41736066,0.0,0.7151718,0.37744713,0.0,0.0,0.0,0.0,0.8797038,0.2157225,0.45540488,0.32062495,0.0,0.049587607,0.012372255,0.40279368,0.98950905,0.0,1.0536504,0.0,0.84425896,0.089726865,0.16988373,0.42797342,0.82673043,0.13765979,0.0,0.0,78
2.773171,1.0569609,0.0,0.53431535,0.8142173,0.96755254,0.4946766,0.0,1.1704469,4.765394,0.0,0.0,0.0,1.2601116,0.0,0.0,1.2084262,0.0,0.517169,0.53530407,0.0,0.0,0.0,0.0,0.0,1.2580554,0.3262939,0.5219602,0.0,1.2221391,0.0,0.0,0.0,79
1.5477352,0.0,1.5725915,0.0,0.0,0.0,0.0,0.0,0.0,1.3438737,0.6090344,0.46074152,0.13548356,0.08957678,0.0,0.0,0.0,0.0559206,0.0,0.0,0.0,0.0,0.0,0.13141298,0.0,0.15948063,0.0,0.0,0.0,0.20523617,0.0,0.32358325,0.0,80
