Filename,Smiles,Predicted_Y,product,pro_from_smi1_name,Initial_Y
189,N#Cc1ccc2cc3cc4ccccc4c(-c4ccc(-c5ccc(-c6c7ccccc7cc7cc8ccccc8cc67)cc5)cc4)c3cc2c1,0.27513133602342893,N#Cc1ccc2cc3cc4ccccc4c(-c4ccc(-c5ccc(-c6c7ccccc7cc7cc8ccccc8cc67)cc5)cc4)c3cc2c1,a5,1.8842188144162657
204,Cc1cc(-c2ccccc2)ccc1-c1ccccc1,0.27352844570731477,Cc1cc(-c2ccccc2)ccc1-c1ccccc1,a6,1.87727737350374
964,N#Cc1c2ccccc2c(-c2ccccc2)c2ccccc12,0.2727122942977448,N#Cc1c2ccccc2c(-c2ccccc2)c2ccccc12,a32,1.8737527976823276
7416,C=Cc1cc2[nH]c1ccc1nc(c3[nH]c(ccc4nc2C=C4CCOC)c(CCOC)c3C)C=C1CCOC,0.27264854847739717,C=Cc1cc2[nH]c1ccc1nc(c3[nH]c(ccc4nc2C=C4CCOC)c(CCOC)c3C)C=C1CCOC,p107,1.873477788100987
4999,CC(=O)c1ccc2cccc(C)c2c1,0.2722723729108733,CC(=O)c1ccc2cccc(C)c2c1,p6,1.8718557287286772
3815,Cc1ccc2c(ccc3c(C)cccc32)c1,0.27150257565856445,Cc1ccc2c(ccc3c(C)cccc32)c1,a126,1.8685407589272485
7065,N#Cc1c2nc(ccc3ccc([nH]3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,0.2707242312259166,N#Cc1c2nc(ccc3ccc([nH]3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,p87,1.8651949512481087
2126,N#Cc1cc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccccc2)ccc1-c1c2ccccc2c(-c2ccc(-c3nc4ccccc4n3-c3ccccc3)cc2)c2ccccc12,0.2698221253572873,N#Cc1cc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccccc2)ccc1-c1c2ccccc2c(-c2ccc(-c3nc4ccccc4n3-c3ccccc3)cc2)c2ccccc12,a59,1.861324634999945
5932,CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(-c3ccccc3C)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,0.26958295227685,CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(-c3ccccc3C)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,p41,1.8602998552615873
1104,N#Cc1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)s1,0.2672918681517866,N#Cc1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)s1,a35,1.8505118399824043
2025,Cc1ccc2c3ccccc3c3c(nc(-c4ccc(-c5c6ccccc6c(-c6ccc(-c7nc8ccccc8n7-c7ccccc7)cc6)c6ccccc56)cc4)n3-c3ccccc3)c2c1,0.2658255969419453,Cc1ccc2c3ccccc3c3c(nc(-c4ccc(-c5c6ccccc6c(-c6ccc(-c7nc8ccccc8n7-c7ccccc7)cc6)c6ccccc56)cc4)n3-c3ccccc3)c2c1,a59,1.8442746505439338
